payment_mode,product_category,seller_tier,delivery_zone,time_slot,order_value,delivery_attempts,customer_rating,days_to_deliver,address_quality_score,is_repeat_customer,holiday_season,seller_rating,pincode_density,rto
COD,Fashion,Gold,Metro,Evening,3709.11,1,4,4,0.49,0,0,4.1,Medium,0
COD,Electronics,Silver,Tier1,Morning,1308.45,1,4,2,0.8,1,0,2.8,Low,0
COD,Fashion,Silver,Tier1,Evening,403.46,1,4,10,0.76,0,0,3.0,High,0
COD,Toys,Bronze,Metro,Morning,885.04,1,2,4,0.92,1,0,2.7,High,0
Prepaid,Home,Bronze,Tier1,Morning,1400.4,1,3,5,0.77,0,1,4.0,High,1
Prepaid,Electronics,Bronze,Tier1,Morning,2374.2,3,5,5,0.29,1,1,4.6,Medium,1
Prepaid,Beauty,Bronze,Tier2,Afternoon,588.34,1,1,9,0.78,1,0,3.5,High,1
COD,Beauty,Gold,Metro,Evening,952.24,2,4,8,0.22,1,1,3.9,Medium,1
Prepaid,Beauty,Gold,Tier2,Evening,3559.87,1,5,4,0.65,0,0,4.9,High,0
COD,Sports,Bronze,Tier2,Afternoon,1020.13,3,4,6,0.74,0,0,4.9,Medium,0
Prepaid,Electronics,Silver,Metro,Afternoon,1336.09,3,3,2,0.86,1,1,4.0,Low,0
Prepaid,Beauty,Silver,Metro,Evening,2811.83,1,1,3,0.68,1,0,4.0,Medium,0
COD,Sports,Bronze,Tier2,Evening,782.36,2,5,4,0.71,0,0,3.8,Medium,0
COD,Fashion,Silver,Metro,Morning,862.25,2,2,3,0.32,1,0,3.3,Medium,1
COD,Electronics,Gold,Metro,Morning,1669.74,1,1,2,0.25,0,0,3.0,High,0
UPI,Electronics,Silver,Tier1,Evening,1212.69,2,4,3,0.28,1,0,3.6,Medium,1
Card,Electronics,Gold,Tier1,Evening,904.49,3,4,3,0.38,0,0,4.9,Low,0
Prepaid,Books,Bronze,Tier1,Morning,3111.64,1,5,9,0.56,1,0,3.7,Medium,0
COD,Sports,Silver,Rural,Afternoon,2745.46,1,4,2,0.51,0,0,3.4,High,0
COD,Home,Bronze,Rural,Evening,3067.77,2,5,2,0.44,1,0,4.1,High,1
Prepaid,Books,Bronze,Rural,Evening,1103.6,1,5,1,0.91,0,1,4.0,Low,1
UPI,Books,Gold,Tier1,Afternoon,884.35,1,3,3,0.27,0,0,3.6,Low,0
COD,Books,Gold,Rural,Afternoon,2388.28,1,3,2,0.32,1,1,4.0,Medium,1
COD,Home,Silver,Tier2,Afternoon,815.25,1,5,1,0.55,1,0,4.2,High,0
Prepaid,Books,Bronze,Tier2,Evening,1142.2,1,4,4,0.3,1,1,4.4,High,0
COD,Beauty,Silver,Tier1,Evening,488.45,1,3,6,0.32,1,0,3.3,High,1
COD,Electronics,Bronze,Metro,Evening,1686.74,1,4,2,0.97,1,1,2.7,High,0
COD,Electronics,Silver,Rural,Morning,1077.13,1,5,2,0.6,0,1,4.9,Medium,1
Prepaid,Sports,Silver,Tier1,Afternoon,1733.52,1,4,6,0.28,1,0,3.2,High,0
UPI,Fashion,Bronze,Rural,Afternoon,2896.6,3,5,3,0.24,1,0,3.9,High,1
Card,Toys,Gold,Metro,Morning,3358.55,1,5,4,0.79,0,0,4.0,Medium,0
Prepaid,Beauty,Bronze,Rural,Morning,1860.13,3,4,6,0.51,1,1,2.7,High,1
Prepaid,Home,Gold,Metro,Morning,749.37,1,4,4,0.43,1,0,4.3,Medium,0
COD,Toys,Bronze,Tier1,Morning,1087.8,1,1,1,0.75,1,0,2.9,High,0
Prepaid,Electronics,Bronze,Tier2,Afternoon,1304.24,2,5,4,0.76,0,0,4.4,High,1
COD,Books,Bronze,Tier2,Morning,1169.84,1,4,7,0.49,1,0,2.9,High,0
Prepaid,Sports,Gold,Tier2,Morning,3195.14,2,5,2,0.96,1,0,3.3,Low,1
COD,Sports,Gold,Tier1,Afternoon,831.48,1,5,5,0.52,1,1,3.3,High,1
COD,Fashion,Silver,Metro,Afternoon,1324.92,1,3,4,0.5,0,0,4.7,Low,0
COD,Fashion,Silver,Tier1,Afternoon,775.77,2,5,4,0.82,1,0,2.9,High,0
COD,Electronics,Silver,Tier1,Afternoon,1276.95,1,4,6,0.85,1,0,4.1,Low,0
COD,Beauty,Silver,Tier2,Evening,1366.72,1,4,6,0.43,1,0,3.5,Medium,0
COD,Sports,Gold,Metro,Evening,540.84,2,1,9,0.75,1,0,3.2,Medium,0
Card,Toys,Bronze,Tier1,Evening,2758.53,1,5,3,0.71,0,0,2.6,Medium,0
COD,Fashion,Bronze,Rural,Evening,2487.65,1,5,3,0.23,0,0,4.4,High,0
Prepaid,Electronics,Bronze,Metro,Afternoon,1752.48,1,4,5,0.36,0,0,2.9,High,1
UPI,Beauty,Silver,Tier2,Evening,1275.54,1,4,6,0.28,1,0,5.0,High,0
Card,Electronics,Silver,Metro,Morning,755.22,2,4,6,0.91,1,1,3.6,Medium,0
Prepaid,Electronics,Gold,Metro,Morning,1200.75,2,4,4,0.96,1,0,2.9,Medium,0
UPI,Beauty,Gold,Tier2,Morning,1273.54,1,3,2,0.86,1,0,2.7,Medium,0
COD,Beauty,Silver,Tier1,Evening,1001.29,1,3,4,0.45,0,0,3.9,Medium,0
COD,Beauty,Bronze,Tier1,Evening,246.13,1,3,3,0.89,0,0,3.4,High,0
COD,Electronics,Gold,Rural,Morning,592.36,1,1,4,0.25,1,0,3.9,Low,1
Prepaid,Fashion,Silver,Tier2,Evening,3690.46,2,4,3,0.75,1,1,4.6,Low,0
Prepaid,Home,Gold,Rural,Afternoon,1920.99,2,4,5,0.3,1,0,4.3,Medium,0
COD,Home,Silver,Tier2,Evening,3613.98,3,5,8,0.21,0,0,4.6,Low,0
COD,Electronics,Gold,Tier1,Morning,1845.61,1,4,5,0.34,0,0,3.0,High,1
Prepaid,Electronics,Silver,Tier1,Morning,1859.9,2,4,9,0.97,0,1,3.9,Medium,1
COD,Fashion,Silver,Tier2,Evening,428.01,1,4,5,0.8,1,1,4.8,High,0
Prepaid,Beauty,Gold,Tier1,Evening,1080.39,2,4,5,0.61,0,0,2.5,Medium,0
Prepaid,Electronics,Gold,Metro,Morning,1569.03,1,5,4,0.95,0,0,3.5,Low,0
Prepaid,Sports,Silver,Metro,Morning,6142.07,2,5,8,0.53,1,0,2.8,High,0
UPI,Books,Silver,Tier1,Evening,4483.37,2,4,4,0.23,0,1,4.5,High,1
UPI,Beauty,Gold,Metro,Evening,4373.17,1,5,5,0.68,1,1,2.9,Low,0
Prepaid,Sports,Bronze,Metro,Morning,1445.03,2,5,1,0.86,1,0,4.6,Medium,1
Prepaid,Electronics,Silver,Tier2,Morning,1560.73,1,3,6,0.43,1,0,4.5,High,1
Prepaid,Books,Silver,Metro,Morning,2951.37,1,4,3,0.45,1,0,4.4,High,0
COD,Sports,Bronze,Tier2,Morning,995.36,1,4,2,0.74,1,1,4.0,Medium,1
COD,Toys,Silver,Tier2,Morning,4314.41,1,4,5,0.84,1,0,4.3,Medium,1
COD,Fashion,Bronze,Metro,Morning,787.6,1,5,4,0.55,0,0,4.0,Low,1
COD,Books,Bronze,Metro,Morning,721.94,3,2,3,0.27,1,0,2.9,Medium,0
Prepaid,Electronics,Gold,Metro,Evening,855.24,1,4,5,0.8,1,0,3.3,Medium,0
UPI,Home,Bronze,Tier1,Afternoon,556.12,1,1,4,0.54,1,0,3.3,Medium,1
COD,Sports,Gold,Tier2,Afternoon,1265.42,1,3,5,0.93,1,1,3.6,Low,0
COD,Electronics,Silver,Tier1,Evening,2937.66,1,4,10,0.4,0,0,4.0,High,1
Card,Home,Bronze,Tier1,Afternoon,2183.01,2,5,1,0.57,0,0,2.9,Medium,0
COD,Fashion,Bronze,Tier1,Evening,1173.61,3,5,6,0.77,1,1,4.9,Low,1
Prepaid,Fashion,Bronze,Tier2,Evening,629.77,1,1,4,0.4,1,0,2.7,High,0
Prepaid,Beauty,Gold,Metro,Evening,805.14,2,3,4,0.38,0,0,3.8,Low,0
Prepaid,Sports,Silver,Tier2,Evening,1567.9,2,4,8,0.78,0,0,2.6,High,0
COD,Beauty,Silver,Tier2,Afternoon,1103.55,1,4,8,0.34,1,0,3.2,Low,1
COD,Home,Silver,Metro,Evening,3191.14,3,3,2,0.3,0,0,3.9,Medium,0
COD,Home,Bronze,Tier1,Morning,801.07,1,5,5,0.41,1,0,4.1,Medium,0
Prepaid,Fashion,Silver,Metro,Evening,1941.13,1,4,5,0.86,1,1,3.6,Low,0
Prepaid,Books,Silver,Tier1,Afternoon,3537.41,1,4,5,0.89,0,0,4.1,High,0
COD,Home,Gold,Metro,Afternoon,1441.11,1,5,8,0.28,1,0,3.8,Medium,1
Prepaid,Home,Silver,Metro,Afternoon,588.73,2,4,10,0.29,1,0,3.1,High,0
UPI,Sports,Bronze,Tier1,Afternoon,3094.38,1,5,3,0.87,1,0,3.3,High,0
COD,Books,Silver,Tier2,Morning,1267.46,1,5,3,0.96,1,1,2.5,Medium,0
Prepaid,Beauty,Bronze,Rural,Evening,3758.38,1,4,5,0.58,1,0,2.5,High,0
Prepaid,Beauty,Gold,Tier2,Morning,1128.01,1,4,5,0.88,0,0,3.5,High,0
COD,Home,Silver,Tier1,Evening,1314.69,3,3,2,0.91,1,0,3.6,Medium,0
COD,Sports,Bronze,Rural,Evening,1369.95,1,1,8,0.49,1,0,4.6,High,1
Prepaid,Beauty,Gold,Metro,Morning,2331.16,1,1,6,0.6,1,0,2.6,Low,1
UPI,Beauty,Silver,Metro,Morning,1126.59,3,3,3,0.66,0,0,2.9,Low,0
UPI,Toys,Bronze,Tier1,Afternoon,2130.18,2,2,4,0.82,0,0,3.6,Low,1
Prepaid,Sports,Silver,Tier1,Evening,2858.59,1,4,5,0.57,1,0,3.0,Low,1
Prepaid,Beauty,Silver,Tier1,Evening,2576.39,1,4,7,0.61,1,0,4.5,High,0
COD,Fashion,Bronze,Tier2,Evening,1024.14,3,4,9,0.26,1,0,4.3,Medium,1
Prepaid,Electronics,Bronze,Metro,Evening,2926.11,3,2,5,0.24,0,1,4.9,High,1
Prepaid,Home,Gold,Tier1,Evening,1872.22,3,1,4,0.79,1,0,3.0,High,0
COD,Home,Bronze,Tier1,Evening,458.2,3,4,8,0.59,0,0,3.4,High,0
Prepaid,Fashion,Gold,Tier2,Afternoon,3021.43,2,3,4,0.27,1,0,3.3,High,1
Prepaid,Electronics,Gold,Rural,Evening,1869.19,2,4,3,0.39,0,0,3.6,Medium,0
COD,Electronics,Silver,Tier2,Afternoon,934.94,2,4,2,0.74,1,0,2.8,High,0
Card,Fashion,Bronze,Tier1,Evening,3066.08,1,5,3,0.6,0,0,4.4,High,1
COD,Books,Silver,Tier2,Evening,528.16,1,5,4,0.84,0,0,2.6,High,0
COD,Books,Silver,Metro,Morning,1199.28,1,4,5,0.51,1,1,4.2,Medium,0
COD,Electronics,Gold,Rural,Evening,832.96,1,5,5,0.29,0,0,3.8,Low,1
UPI,Books,Bronze,Tier2,Morning,863.36,1,5,3,0.41,1,1,4.6,Medium,1
Prepaid,Books,Silver,Tier1,Morning,6580.89,1,3,4,0.29,1,0,3.3,Medium,0
COD,Books,Silver,Tier2,Morning,1055.3,2,5,6,0.58,1,1,3.4,Low,1
Prepaid,Electronics,Bronze,Tier1,Afternoon,3503.71,3,5,2,0.58,1,0,3.2,Medium,1
COD,Books,Silver,Metro,Morning,2155.87,1,1,6,0.26,1,0,3.1,High,1
UPI,Home,Gold,Tier2,Morning,1716.87,1,1,3,0.35,1,0,3.8,Medium,0
Prepaid,Toys,Silver,Tier1,Morning,1895.03,2,1,4,0.98,0,0,3.4,Low,0
COD,Electronics,Bronze,Rural,Evening,2128.84,2,3,3,0.99,1,1,4.1,Low,1
Card,Fashion,Bronze,Tier1,Afternoon,1849.25,2,5,2,0.47,0,0,4.6,Medium,0
COD,Books,Gold,Tier2,Afternoon,907.84,2,4,5,0.32,0,0,3.6,Low,1
COD,Beauty,Silver,Tier2,Afternoon,1311.95,3,3,6,0.35,1,0,3.2,High,0
Prepaid,Electronics,Gold,Rural,Afternoon,2204.23,1,1,3,0.27,0,1,3.7,Low,0
Card,Sports,Silver,Metro,Evening,2780.17,3,4,7,0.27,1,0,4.3,Medium,0
COD,Fashion,Bronze,Tier1,Morning,1387.96,2,1,5,0.35,1,1,4.1,High,0
COD,Toys,Silver,Tier2,Evening,2058.03,3,2,4,0.58,1,0,2.8,Low,1
COD,Home,Bronze,Tier2,Afternoon,1604.13,1,5,6,0.77,0,1,3.0,Low,1
Prepaid,Sports,Bronze,Tier1,Evening,2624.31,3,5,6,0.33,0,1,3.3,Low,1
COD,Fashion,Bronze,Tier1,Evening,416.18,1,5,4,0.53,1,0,4.0,Medium,1
Prepaid,Books,Bronze,Rural,Afternoon,1796.49,3,5,4,0.27,1,0,4.2,Medium,1
Card,Beauty,Silver,Tier2,Morning,2718.43,2,5,5,0.7,0,1,4.3,High,1
Prepaid,Books,Silver,Tier2,Evening,1065.27,1,2,4,0.54,0,0,5.0,Low,0
COD,Fashion,Bronze,Tier2,Afternoon,1177.94,2,4,4,0.84,1,0,2.7,Medium,1
COD,Electronics,Bronze,Tier1,Evening,2524.85,2,4,4,0.91,0,0,3.4,High,0
COD,Sports,Gold,Rural,Evening,1118.6,1,5,3,0.39,1,0,3.2,High,0
UPI,Beauty,Bronze,Tier2,Evening,1281.91,2,5,5,0.52,0,0,2.6,Low,0
COD,Sports,Gold,Tier1,Morning,1380.94,1,5,4,0.6,1,0,5.0,Medium,1
COD,Sports,Gold,Metro,Evening,857.0,1,3,5,1.0,1,0,3.6,Medium,0
Prepaid,Beauty,Gold,Tier1,Evening,2498.92,1,2,5,0.93,1,0,3.6,Medium,0
COD,Fashion,Bronze,Tier2,Morning,1425.54,2,3,4,0.98,1,1,3.8,Low,0
Prepaid,Toys,Silver,Tier2,Evening,1145.74,1,3,3,0.57,1,1,4.3,Low,0
COD,Toys,Gold,Rural,Evening,950.99,1,4,4,1.0,0,1,4.8,Medium,1
UPI,Books,Bronze,Rural,Morning,1282.79,1,4,6,0.23,0,0,4.2,Low,0
Card,Fashion,Bronze,Metro,Afternoon,1838.79,1,3,2,0.97,1,0,4.6,Low,0
Prepaid,Beauty,Bronze,Tier2,Evening,3302.67,2,4,5,0.35,0,0,2.6,Medium,0
Card,Fashion,Silver,Tier2,Afternoon,3524.35,1,1,2,0.98,1,1,3.0,High,0
COD,Beauty,Gold,Metro,Afternoon,510.13,2,5,5,0.56,0,1,3.7,High,1
Prepaid,Sports,Silver,Tier1,Afternoon,1496.41,1,4,3,0.66,1,1,4.6,High,0
Prepaid,Books,Bronze,Tier1,Morning,2233.32,1,4,7,0.93,1,0,3.8,High,1
Prepaid,Electronics,Silver,Metro,Morning,1537.28,2,3,4,0.99,1,1,3.5,High,0
COD,Sports,Silver,Metro,Evening,3117.87,2,4,4,0.34,1,0,3.6,Medium,0
COD,Electronics,Bronze,Tier2,Afternoon,3048.6,1,3,6,0.69,1,0,2.5,Medium,0
COD,Fashion,Silver,Tier2,Morning,1390.84,3,4,8,0.75,1,0,3.0,Medium,1
COD,Beauty,Bronze,Tier2,Morning,1912.78,2,5,1,0.77,0,0,2.5,Low,1
COD,Electronics,Silver,Tier2,Afternoon,657.87,1,3,4,0.37,1,0,4.6,Medium,0
Prepaid,Sports,Gold,Metro,Morning,6957.26,1,3,4,0.26,0,0,4.4,Medium,0
COD,Beauty,Silver,Metro,Afternoon,913.21,2,4,7,0.5,0,0,2.6,High,0
COD,Books,Bronze,Metro,Morning,1064.08,2,4,4,0.85,1,0,2.6,High,0
Prepaid,Sports,Bronze,Tier1,Afternoon,2287.18,1,2,4,0.98,0,0,4.0,Medium,0
Prepaid,Fashion,Silver,Rural,Morning,2385.32,3,5,5,0.56,1,0,4.3,Low,1
UPI,Beauty,Gold,Tier2,Morning,2515.92,1,1,6,0.93,1,0,2.7,High,0
Prepaid,Fashion,Gold,Metro,Morning,1669.19,1,1,4,0.78,0,0,2.6,High,0
COD,Beauty,Bronze,Metro,Morning,936.46,1,5,3,0.29,0,0,2.8,High,0
UPI,Sports,Bronze,Tier2,Afternoon,2303.98,1,5,6,0.48,0,1,4.6,Low,1
Prepaid,Toys,Bronze,Tier2,Evening,1183.88,1,4,3,0.8,1,0,3.5,Medium,1
COD,Toys,Bronze,Tier2,Evening,1031.01,1,4,9,0.56,1,1,3.2,High,1
Prepaid,Beauty,Silver,Metro,Morning,1055.41,1,3,4,0.72,0,0,3.0,High,1
Card,Books,Gold,Tier1,Evening,1001.59,3,5,8,0.81,1,1,4.2,Low,0
COD,Fashion,Silver,Tier1,Morning,829.23,1,4,5,0.98,1,0,4.7,Medium,0
COD,Home,Gold,Tier2,Evening,433.74,2,5,6,0.93,0,1,4.6,Low,1
COD,Beauty,Gold,Metro,Morning,2904.9,3,4,8,0.48,0,1,2.7,Medium,1
COD,Beauty,Silver,Metro,Evening,2564.83,1,4,5,0.84,1,0,3.0,Low,0
COD,Toys,Bronze,Tier2,Evening,1682.79,2,5,6,0.5,1,0,4.2,Medium,1
Prepaid,Electronics,Silver,Metro,Morning,1671.71,1,5,3,0.72,0,0,4.5,Low,0
COD,Sports,Silver,Tier2,Evening,813.27,1,5,4,0.25,1,0,3.1,Medium,1
Card,Toys,Silver,Metro,Morning,3073.89,1,3,4,0.83,1,0,3.4,Medium,0
UPI,Fashion,Gold,Metro,Evening,2007.73,1,5,3,0.99,1,0,4.9,Medium,0
Prepaid,Toys,Bronze,Rural,Afternoon,3625.99,2,3,4,0.63,0,0,4.0,High,0
UPI,Home,Bronze,Tier1,Afternoon,2655.89,2,4,5,0.95,0,0,4.7,Low,0
COD,Books,Silver,Metro,Afternoon,1048.32,3,5,3,0.9,1,0,3.5,High,1
Prepaid,Sports,Silver,Metro,Morning,1695.6,2,3,5,0.21,0,0,3.1,High,0
Prepaid,Home,Silver,Rural,Morning,1883.52,3,3,6,0.27,1,1,4.7,Medium,0
UPI,Books,Gold,Tier2,Morning,1755.93,1,5,1,0.55,0,0,2.5,Medium,0
UPI,Home,Silver,Rural,Afternoon,2648.27,2,4,6,0.41,0,0,4.5,Medium,1
COD,Sports,Bronze,Tier2,Evening,3377.3,3,5,3,0.52,1,0,4.1,Medium,1
Card,Toys,Gold,Tier2,Morning,1375.04,2,3,1,0.61,1,1,3.5,High,0
COD,Home,Silver,Tier1,Afternoon,963.55,1,4,6,0.58,0,1,3.6,Low,0
UPI,Toys,Bronze,Tier2,Morning,2006.86,1,4,6,0.33,0,0,4.3,High,1
Card,Sports,Silver,Tier1,Morning,1115.1,2,4,1,0.32,0,0,4.2,Medium,1
COD,Toys,Silver,Tier2,Evening,639.77,2,5,2,0.53,1,0,3.7,Low,0
Prepaid,Fashion,Bronze,Tier2,Morning,1066.66,1,5,7,0.75,0,1,4.0,High,0
COD,Toys,Silver,Tier2,Morning,1000.93,2,4,7,0.67,1,0,2.6,Medium,1
COD,Electronics,Bronze,Tier1,Evening,959.4,2,2,4,0.27,0,0,3.2,Low,1
Prepaid,Home,Bronze,Tier2,Morning,1866.26,1,1,6,0.43,1,1,2.7,High,0
Prepaid,Sports,Bronze,Tier1,Morning,1186.9,1,2,3,0.53,1,0,4.3,Medium,0
Card,Beauty,Bronze,Tier1,Evening,1702.63,1,5,3,0.47,1,1,3.3,Low,0
Prepaid,Beauty,Bronze,Rural,Morning,1717.02,1,4,9,0.56,1,1,2.6,Low,1
Prepaid,Beauty,Bronze,Tier1,Morning,1798.28,1,5,4,0.55,1,0,4.2,High,0
UPI,Sports,Bronze,Metro,Afternoon,4564.93,3,5,3,0.87,1,0,4.2,Medium,0
Card,Electronics,Bronze,Tier2,Evening,1368.34,1,4,4,0.87,1,0,3.3,Low,0
COD,Toys,Bronze,Tier2,Afternoon,539.18,2,5,5,0.95,0,0,2.6,Medium,1
Card,Home,Bronze,Rural,Evening,938.89,2,4,3,0.62,1,0,3.9,Medium,1
COD,Books,Gold,Tier2,Morning,728.32,1,4,5,0.42,0,0,4.0,High,0
UPI,Books,Bronze,Metro,Afternoon,1539.73,1,5,1,0.75,0,0,4.8,Medium,0
COD,Sports,Gold,Metro,Afternoon,3424.62,2,4,3,0.81,1,1,4.9,Low,0
COD,Fashion,Silver,Metro,Afternoon,613.87,2,4,3,0.48,0,0,2.8,Medium,1
COD,Electronics,Gold,Metro,Afternoon,2121.2,3,3,5,0.86,0,0,3.9,High,0
Prepaid,Home,Bronze,Tier2,Evening,3271.24,2,4,6,0.76,1,0,3.5,Medium,0
COD,Toys,Silver,Tier1,Morning,1379.34,1,3,5,0.98,1,0,4.6,Medium,0
COD,Beauty,Bronze,Tier1,Morning,2296.77,1,4,3,0.48,1,0,4.6,Medium,0
Prepaid,Electronics,Silver,Tier2,Afternoon,1212.92,2,4,3,0.94,0,0,4.0,Low,1
Card,Electronics,Gold,Tier1,Morning,983.41,1,2,4,0.48,1,0,2.9,Low,0
COD,Home,Silver,Metro,Morning,659.73,1,5,4,0.89,0,1,3.5,Medium,0
COD,Sports,Bronze,Tier2,Evening,262.36,1,4,4,0.46,1,0,2.7,High,0
COD,Toys,Bronze,Metro,Morning,1167.52,1,5,5,0.93,1,1,2.6,High,0
COD,Sports,Gold,Tier2,Morning,3079.56,1,5,4,0.21,0,0,4.6,Medium,1
UPI,Sports,Silver,Tier2,Morning,549.58,2,4,2,0.52,0,1,4.8,High,0
UPI,Fashion,Bronze,Rural,Morning,2476.36,3,4,4,0.24,1,1,4.4,High,0
Prepaid,Sports,Gold,Metro,Afternoon,1998.47,1,5,4,0.53,0,0,4.1,Medium,0
COD,Toys,Silver,Tier1,Evening,957.73,1,4,2,0.54,0,1,2.9,High,1
UPI,Fashion,Silver,Tier2,Evening,1466.73,2,3,3,0.93,0,1,3.6,Low,0
Prepaid,Fashion,Bronze,Tier1,Evening,1962.29,1,3,4,0.84,0,1,3.4,High,0
UPI,Beauty,Silver,Tier1,Morning,1071.0,2,4,4,0.41,1,0,3.7,Low,0
Prepaid,Beauty,Silver,Metro,Afternoon,1879.05,1,1,4,0.87,1,1,3.7,High,0
UPI,Home,Bronze,Tier2,Evening,956.03,1,3,3,0.35,1,0,2.6,Medium,1
Prepaid,Toys,Bronze,Rural,Afternoon,3012.21,1,2,3,0.75,1,1,3.8,Medium,0
COD,Sports,Silver,Rural,Evening,959.64,1,5,5,0.42,0,0,4.7,High,1
Card,Fashion,Silver,Tier2,Afternoon,2599.12,1,5,3,0.97,0,1,4.7,Low,0
Prepaid,Home,Silver,Metro,Morning,850.66,1,2,3,0.95,1,0,3.2,High,0
Prepaid,Fashion,Gold,Tier2,Morning,1890.54,1,3,4,0.44,0,0,4.5,High,0
COD,Electronics,Silver,Tier1,Evening,810.96,2,4,4,0.22,1,0,3.6,Medium,1
Prepaid,Books,Silver,Rural,Evening,2648.93,1,3,3,0.72,1,1,4.9,High,0
Prepaid,Books,Silver,Rural,Evening,4390.33,1,1,4,0.33,0,0,2.6,Medium,0
COD,Fashion,Bronze,Rural,Morning,524.32,3,5,5,0.29,0,0,4.4,High,0
COD,Home,Bronze,Rural,Morning,1284.97,1,2,3,0.93,1,0,4.6,Medium,0
Prepaid,Beauty,Gold,Tier1,Evening,2245.56,2,4,4,0.65,0,1,3.9,High,1
UPI,Toys,Silver,Tier2,Evening,1967.03,1,2,2,0.95,0,0,3.6,Medium,0
Prepaid,Fashion,Gold,Rural,Morning,2773.75,2,1,3,0.41,1,0,3.1,High,0
COD,Fashion,Silver,Tier2,Evening,1544.36,1,4,4,0.47,0,1,2.6,High,1
Prepaid,Toys,Gold,Tier2,Evening,1534.56,1,3,9,0.95,0,1,4.7,Medium,1
COD,Sports,Bronze,Rural,Evening,688.46,3,2,5,0.56,1,0,2.7,High,0
COD,Beauty,Bronze,Tier2,Morning,799.17,2,4,8,0.39,1,0,4.8,High,0
COD,Fashion,Gold,Metro,Morning,1096.73,1,4,2,0.53,0,1,4.0,Low,1
COD,Electronics,Bronze,Metro,Afternoon,788.57,2,4,8,0.48,0,1,3.8,Low,1
COD,Beauty,Silver,Metro,Afternoon,1388.05,2,2,4,0.83,0,1,4.4,High,0
COD,Electronics,Silver,Tier1,Afternoon,904.92,3,4,3,0.53,1,0,3.7,Low,1
COD,Books,Silver,Tier1,Afternoon,430.24,1,2,6,0.26,1,0,3.4,High,1
COD,Toys,Bronze,Tier2,Evening,215.33,1,5,5,0.68,1,0,5.0,High,1
Prepaid,Beauty,Bronze,Tier1,Morning,1660.05,2,3,2,0.91,0,0,4.5,Medium,0
Prepaid,Sports,Bronze,Rural,Morning,1246.96,3,1,4,0.93,1,0,4.2,Low,1
COD,Beauty,Silver,Metro,Afternoon,1093.55,2,3,5,0.59,1,0,5.0,High,0
UPI,Home,Bronze,Rural,Evening,1262.15,1,4,1,0.21,1,0,2.7,High,1
COD,Home,Bronze,Metro,Morning,1807.73,1,5,4,0.68,0,1,4.2,Low,1
Prepaid,Toys,Silver,Tier2,Morning,3591.12,1,4,4,0.57,0,0,3.0,High,1
COD,Sports,Gold,Tier2,Evening,1827.56,3,4,4,0.95,1,0,4.2,High,1
COD,Beauty,Bronze,Tier2,Evening,1870.69,2,5,2,0.91,0,0,2.9,Low,0
Prepaid,Books,Bronze,Tier1,Afternoon,2228.48,1,2,4,0.92,0,0,4.2,High,0
Prepaid,Sports,Gold,Metro,Afternoon,840.0,1,3,9,0.83,1,1,2.9,High,0
UPI,Fashion,Silver,Tier1,Evening,2906.76,2,4,5,0.4,1,1,4.7,High,0
Prepaid,Toys,Gold,Metro,Morning,3931.6,1,5,7,0.66,1,0,4.8,Medium,0
Card,Sports,Bronze,Tier1,Evening,2341.43,2,3,3,0.88,1,1,3.6,High,1
COD,Toys,Bronze,Tier1,Evening,945.39,1,4,4,0.83,1,1,2.9,High,1
COD,Sports,Silver,Tier2,Morning,435.23,2,5,5,0.86,1,0,3.8,Medium,0
COD,Home,Silver,Tier2,Morning,1684.94,2,5,5,0.58,1,0,2.8,Medium,1
COD,Books,Bronze,Rural,Afternoon,1513.89,2,5,3,0.41,1,1,3.7,Medium,1
Prepaid,Toys,Gold,Tier1,Evening,2080.92,2,2,3,0.25,1,1,3.6,High,0
Prepaid,Books,Bronze,Metro,Afternoon,2188.61,1,4,2,0.42,0,0,3.1,Low,1
COD,Toys,Silver,Tier2,Evening,1259.91,2,4,5,0.22,0,1,4.2,Medium,0
Card,Home,Silver,Tier1,Evening,3153.33,1,5,3,0.46,0,0,2.5,High,0
UPI,Fashion,Silver,Tier1,Morning,1166.8,1,4,2,0.96,1,0,4.6,High,0
COD,Home,Silver,Tier2,Evening,1553.89,1,5,5,0.41,1,1,2.9,Medium,1
COD,Toys,Bronze,Tier2,Evening,2980.56,1,1,1,0.94,0,0,2.9,High,0
COD,Books,Bronze,Rural,Morning,932.08,1,3,8,0.98,1,0,4.1,Medium,1
COD,Electronics,Bronze,Rural,Morning,5505.68,1,3,5,0.28,1,0,4.3,High,0
COD,Home,Gold,Rural,Morning,3259.48,2,4,5,0.85,0,1,3.7,High,0
Prepaid,Books,Silver,Tier2,Evening,2314.64,1,5,5,0.96,1,0,3.9,High,0
COD,Sports,Silver,Rural,Morning,3730.18,2,4,3,0.37,1,0,2.7,Medium,0
COD,Sports,Bronze,Metro,Evening,795.94,2,4,3,0.51,0,0,4.2,Medium,0
Card,Home,Silver,Tier2,Afternoon,3623.45,2,4,4,0.87,1,1,4.1,High,0
Prepaid,Toys,Bronze,Metro,Morning,1355.52,3,5,8,0.31,1,0,2.9,High,0
Card,Sports,Bronze,Tier2,Afternoon,2903.02,1,5,3,0.65,1,1,2.7,Medium,0
COD,Books,Silver,Metro,Afternoon,1475.99,2,5,5,0.39,1,0,3.1,Low,1
COD,Fashion,Bronze,Tier1,Morning,871.81,1,3,9,0.81,0,1,2.7,Medium,1
